parametres,cours_eau,station_mesure,code_prelevement,date_prelevement,date_analyse,resultat_analyse,unite_mesure,qualification_resultat,,,,,,,,
Depalléthrine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.03,µg/L,Correcte,,,,,,,,
Irgarol,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.001,µg/L,Correcte,,,,,,,,
Fluroxypyr-meptyl,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.02,µg/L,Correcte,,,,,,,,
Nitrobenzène,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.05,µg/L,Correcte,,,,,,,,
Pyraflufen-ethyl,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.1,µg/L,Correcte,,,,,,,,
Diméthénamide_ESA,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.005,µg/L,Correcte,,,,,,,,
Diméthachlore_CGA_369873,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173858-PC-416906,2016-12-19,2016-12-20,0.012,µg/L,Correcte,,,,,,,,
Conductivité,le_Don,RAU_DE_SAUZIGNAC_À_JANS,20190206114136-PC-479026,2016-06-22,2016-06-22,355.0,µS/cm,Correcte,,,,,,,,
Chlorpyriphos-éthyl,le_Don,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,0.005,µg/L,Correcte,,,,,,,,
Isodrine,le_Sauzignac,DON_à_GUEMENE-PENFAO,20190102192220-PC-421706,2016-02-22,2016-02-23,0.001,µg/L,Correcte,,,,,,,,
Tribenuron-Methyle,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173644-PC-416774,2016-04-20,2016-04-21,0.1,µg/L,Correcte,,,,,,,,
Prochloraz,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.001,µg/L,Correcte,,,,,,,,
Amitraze,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,1.0,µg/L,Correcte,,,,,,,,
Phénanthrène,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.0026000000000000003,µg/L,Correcte,,,,,,,,
Bitertanol,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.002,µg/L,Correcte,,,,,,,,
Propanil,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.005,µg/L,Correcte,,,,,,,,
Siduron,6-Dichlorobenzamide,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.005,µg/L,Correcte,,,,,,,,
Resmethrine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.05,µg/L,Correcte,,,,,,,,
Endosulfan_A,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.001,µg/L,Correcte,,,,,,,,
PCB_52,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173719-PC-416801,2016-05-27,2016-05-28,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Benthiocarbe,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.02,µg/L,Correcte,,,,,,,,
Chlorthiamide,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.1,µg/L,Correcte,,,,,,,,
Difénoconazole,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Isoxaflutole,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.005,µg/L,Correcte,,,,,,,,
Coumatétralyle,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.002,µg/L,Correcte,,,,,,,,
HCH_epsilon,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.001,µg/L,Correcte,,,,,,,,
Thiométon,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173841-PC-416899,2016-11-25,2016-11-26,0.02,µg/L,Correcte,,,,,,,,
propaquizafop,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173644-PC-416774,2016-04-20,2016-04-21,0.05,µg/L,Correcte,,,,,,,,
Cyromazine,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173644-PC-416774,2016-04-20,2016-04-21,0.1,µg/L,Correcte,,,,,,,,
Fluazinam,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173644-PC-416774,2016-04-20,2016-04-21,0.002,µg/L,Correcte,,,,,,,,
dichlodinibenz,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173644-PC-416774,2016-04-20,2016-04-21,0.1,µg/L,Correcte,,,,,,,,
Procymidone,le_Sauzignac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.01,µg/L,Correcte,,,,,,,,
Oxadiazon,l'Isac,RAU_DE_SAUZIGNAC_À_JANS,20190102173707-PC-416792,2016-06-15,2016-06-16,0.005,µg/L,Correcte,,,,,,,,
DDT_44',l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.001,µg/L,Correcte,,,,,,,,
Dichlorométhane,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,5.0,µg/L,0,75680009000257,Eurofins_IPL_Est_-_Maxéville,47.4969354275,-1.9254608851,,,,
Heptachlore,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.005,µg/L,Correcte,,,,,,,,
Iprodione,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.1,µg/L,Correcte,,,,,,,,
PCB_35,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.00030000000000000003,µg/L,Correcte,,,,,,,,
n-Butyl_Phtalate,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.1,µg/L,Correcte,,,,,,,,
C10-13-chloroalcanes,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.15,µg/L,Correcte,,,,,,,,
Imazaquine,l'Isac,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.1,µg/L,Correcte,,,,,,,,
Octylphenol,les_Forges,ISAC_à_GUENROUET,20190102170328-PC-415077,2016-03-10,2016-03-11,0.02,µg/L,Correcte,,,,,,,,
Fluvalinate-tau,les_Forges,RAU_DES_FORGES_À_AVESSAC,20190102152631-PC-410335,2016-12-19,2016-12-20,0.1,µg/L,Correcte,,,,,,,,
PCB_52,la_Sanguèze,RAU_DES_FORGES_À_AVESSAC,20190102152631-PC-410335,2016-12-19,2016-12-20,0.00030000000000000003,µg/L,Correcte,,,,,,,,
mefenacet,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.01,µg/L,Correcte,,,,,,,,
fenoxaprop-ethyl,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.001,µg/L,Correcte,,,,,,,,
Anthraquinone,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.005,µg/L,Correcte,,,,,,,,
Fluopicolide,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215953-PC-428197,2016-12-13,2016-12-13,0.02,µg/L,Correcte,,,,,,,,
Chlorpyriphos-éthyl,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215956-PC-428198,2016-02-16,2016-02-16,0.02,µg/L,Correcte,,,,,,,,
Fluroxypyr-meptyl,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215956-PC-428198,2016-02-16,2016-02-16,0.02,µg/L,Correcte,,,,,,,,
Didéméthylisoproturon,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215956-PC-428198,2016-02-16,2016-02-16,0.01,µg/L,Correcte,,,,,,,,
Clethodim,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215956-PC-428198,2016-02-16,2016-02-16,0.01,µg/L,Correcte,,,,,,,,
Bifenazate,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215956-PC-428198,2016-02-16,2016-02-16,0.01,µg/L,Correcte,,,,,,,,
Thiafluamide,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215945-PC-428195,2016-04-14,2016-04-14,0.02,µg/L,Correcte,,,,,,,,
Fénamidone,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215945-PC-428195,2016-04-14,2016-04-14,0.01,µg/L,Correcte,,,,,,,,
Imazamox,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215945-PC-428195,2016-04-14,2016-04-14,0.02,µg/L,Correcte,,,,,,,,
Prochloraz,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.01,µg/L,Correcte,,,,,,,,
Terbuphos,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.001,µg/L,Correcte,,,,,,,,
Triadiménol,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.05,µg/L,Correcte,,,,,,,,
Bendiocarbe,la_Sanguèze,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.05,µg/L,Correcte,,,,,,,,
Diniconazole,la_Goulaine,SANGUEZE_à_LE_PALLET,20190102215949-PC-428196,2016-10-20,2016-10-20,0.02,µg/L,Correcte,,,,,,,,
Isofenphos,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.002,µg/L,Correcte,,,,,,,,
Mepronil,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.02,µg/L,Correcte,,,,,,,,
Tétradifon,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.05,µg/L,Correcte,,,,,,,,
Triflumuron,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.002,µg/L,Correcte,,,,,,,,
Krésoxym-méthyl,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.01,µg/L,Correcte,,,,,,,,
Pyrethrine,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.08,µg/L,Correcte,,,,,,,,
Glufosinate-ammonium,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.02,µg/L,Correcte,,,,,,,,
Boscalid,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.127,µg/L,Correcte,,,,,,,,
BzenamNeth3meth,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.1,µg/L,Correcte,,,,,,,,
Chloroaniline-2,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.05,µg/L,Correcte,,,,,,,,
PCB_170,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.001,µg/L,Correcte,,,,,,,,
Metconazole,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.002,µg/L,Correcte,,,,,,,,
Anthraquinone,le_Hâvre,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.011,µg/L,Correcte,,,,,,,,
Phénamiphos,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Bitertanol,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Oryzalin,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.021,µg/L,Correcte,,,,,,,,
Chlorophacinone,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.02,µg/L,Correcte,,,,,,,,
Promécarbe,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Thiazafluron,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.02,µg/L,Correcte,,,,,,,,
Mercapto_sulfoxyde,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Bromadiolone,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.05,µg/L,Correcte,,,,,,,,
Dazomet,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.1,µg/L,Correcte,,,,,,,,
Paclobutrazole,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.02,µg/L,Correcte,,,,,,,,
Sulfomethuron-methyl,le_Hâvre,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Mephosfolan,la_Goulaine,HAVRE_à_OUDON,20190102193719-PC-422246,2016-10-28,2016-10-29,0.005,µg/L,Correcte,,,,,,,,
Dipropyl_phtalate,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.5,µg/L,Correcte,,,,,,,,
Fluroxypyr-meptyl,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.02,µg/L,Correcte,,,,,,,,
Hexachloropentadiene,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221152-PC-428792,2016-07-26,2016-07-27,0.04,µg/L,Correcte,,,,,,,,
Dichlofenthion,la_Goulaine,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.02,µg/L,Correcte,,,,,,,,
Dicofol,le_Hâvre,RAU_GOULAINE_À_HAUTE-GOULAINE,20190102221211-PC-428806,2016-04-25,2016-04-26,0.05,µg/L,Correcte,,,,,,,,
Heptachlore_époxyde,boire_de_la_Roche,HAVRE_à_OUDON,20190102193723-PC-422247,2016-07-29,2016-08-01,0.005,µg/L,Correcte,,,,,,,,
Buprofézine,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152349-PC-410254,2016-04-25,2016-04-26,0.05,µg/L,Correcte,,,,,,,,
Propachlore_ESA,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152349-PC-410254,2016-04-25,2016-04-26,0.043000000000000003,µg/L,Correcte,,,,,,,,
Isoproturon,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152428-PC-410266,2016-06-24,2016-06-25,0.002,µg/L,Correcte,,,,,,,,
Nitrofène,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152428-PC-410266,2016-06-24,2016-06-25,0.01,µg/L,Correcte,,,,,,,,
PCB_194,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152428-PC-410266,2016-06-24,2016-06-25,0.001,µg/L,Correcte,,,,,,,,
Tralométhrine,boire_de_la_Roche,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152428-PC-410266,2016-06-24,2016-06-25,0.1,µg/L,Correcte,,,,,,,,
Fonofos,la_Sèvre_Nantaise,BOIRE_DE_LA_ROCHE_À_SAINT-JULIEN-DE-CONCELLES,20190102152428-PC-410266,2016-06-24,2016-06-25,0.015,µg/L,Correcte,,,,,,,,
Triadiméfone,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.01,µg/L,Correcte,,,,,,,,
Benthiocarbe,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.05,µg/L,Correcte,,,,,,,,
Profenofos,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.05,µg/L,Correcte,,,,,,,,
Thiafluamide,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.02,µg/L,Correcte,,,,,,,,
Famoxadone,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.005,µg/L,Correcte,,,,,,,,
Fosthiazate,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.01,µg/L,Correcte,,,,,,,,
Alachlor_ESA,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.07,µg/L,Correcte,,,,,,,,
Carbophénothion,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.02,µg/L,Correcte,,,,,,,,
Chlorméphos,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.02,µg/L,Correcte,,,,,,,,
Dieldrine,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.02,µg/L,Correcte,,,,,,,,
Mévinphos,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Ométhoate,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Hexaconazole,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Propoxur,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Silvex,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.02,µg/L,Correcte,,,,,,,,
Pentachlorophénol,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.02,µg/L,Correcte,,,,,,,,
Coumaphos,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.01,µg/L,Correcte,,,,,,,,
Nicosulfuron,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.02,µg/L,Correcte,,,,,,,,
Isoxadifen-éthyle,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.05,µg/L,Correcte,,,,,,,,
Simétryne,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.01,µg/L,Correcte,,,,,,,,
Pyridafol,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.01,µg/L,Correcte,,,,,,,,
Propamocarb,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183122-PC-418951,2016-11-15,,0.01,µg/L,Correcte,,,,,,,,
EPTC,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183126-PC-418952,2016-10-05,,0.05,µg/L,Correcte,,,,,,,,
Norflurazone,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Methamidophos,la_Sèvre_Nantaise,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.1,µg/L,Correcte,,,,,,,,
Fluazifop-butyl,l'Etang_Hervé,SEVRE_NANTAISE_à_CLISSON,20190102183129-PC-418953,2016-07-05,,0.01,µg/L,Correcte,,,,,,,,
Pendiméthaline,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.002,µg/L,Correcte,,,,,,,,
Cyprodinil,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.002,µg/L,Correcte,,,,,,,,
Propyzamide,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.005,µg/L,Correcte,,,,,,,,
Flutriafol,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.002,µg/L,Correcte,,,,,,,,
Hexachlorobutadiène,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.02,µg/L,Correcte,,,,,,,,
Métolachlore,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
PCB_28,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.00030000000000000003,µg/L,Correcte,,,,,,,,
Pyrimiphos-éthyl,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
Buturon,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
Chloroaniline-2,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.05,µg/L,Correcte,,,,,,,,
Methamidophos,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.02,µg/L,Correcte,,,,,,,,
Métalaxyl,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.004,µg/L,Correcte,,,,,,,,
Penconazole,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.05,µg/L,Correcte,,,,,,,,
Ethidimuron,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.002,µg/L,Correcte,,,,,,,,
Dimefuron,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.002,µg/L,Correcte,,,,,,,,
Hexythiazox,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
Bromoxynil_octanoate,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.08,µg/L,Correcte,,,,,,,,
Resmethrine,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.05,µg/L,Correcte,,,,,,,,
Pyroxsulam,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
Triadiménol,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141610-PC-448753,2017-10-26,2017-10-26,0.002,µg/L,Correcte,,,,,,,,
Diéthyl_phtalate,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141610-PC-448753,2017-10-26,2017-10-26,0.05,µg/L,Correcte,,,,,,,,
Tébuconazole,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.005,µg/L,Correcte,,,,,,,,
Fenothrine,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.02,µg/L,Correcte,,,,,,,,
Méfenpyr_diethyl,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.01,µg/L,Correcte,,,,,,,,
Chlorthal-diméthyl,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.02,µg/L,Correcte,,,,,,,,
PCB_20,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.01,µg/L,Correcte,,,,,,,,
PCB_114,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141536-PC-448737,2017-06-29,2017-06-30,0.01,µg/L,Correcte,,,,,,,,
Aldrine,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.001,µg/L,Correcte,,,,,,,,
DDT_44',l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.001,µg/L,Correcte,,,,,,,,
Diallate,l'Etang_Hervé,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.02,µg/L,Correcte,,,,,,,,
Ethofumésate,l'Erdre,RAU_DE_L'ETANG_HERVE_A_CARQUEFOU,20190103141548-PC-448744,2017-07-28,2017-07-28,0.005,µg/L,Correcte,,,,,,,,
